message_id,customer_id,timestamp,channel,message_text,is_manipulative
MSG_00776,CUST101586,2025-11-03 10:56:00,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00777,CUST101150,2025-10-14 13:49:39,call,Your payment of ₹2214 was successful.,0
MSG_00778,CUST100831,2025-10-24 16:36:35,chat,"Dear customer, your monthly statement is ready.",0
MSG_00779,CUST100608,2025-10-22 06:23:14,call,Your SBI card will be blocked within 24 hours. Verify OTP now.,1
MSG_00780,CUST101848,2025-10-27 18:56:08,sms,Your payment of ₹4471 was successful.,0
MSG_00781,CUST101873,2025-10-19 12:34:45,email,Your payment of ₹7164 was successful.,0
MSG_00782,CUST101890,2025-10-10 17:55:11,sms,Payment received for order #2788. Thank you for shopping with us.,0
MSG_00783,CUST101899,2025-10-14 13:43:28,email,"Dear customer, your monthly statement is ready.",0
MSG_00784,CUST101186,2025-10-12 05:43:09,email,Your payment of ₹8529 was successful.,0
MSG_00785,CUST101321,2025-10-25 16:19:03,email,Your bank account is under review. Click the link to continue banking.,1
MSG_00786,CUST100678,2025-11-01 12:14:43,call,"Dear customer, your monthly statement is ready.",0
MSG_00787,CUST100732,2025-10-15 17:47:51,chat,Payment received for order #2640. Thank you for shopping with us.,0
MSG_00788,CUST100085,2025-10-27 03:08:21,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00789,CUST101481,2025-10-30 16:31:01,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00790,CUST100655,2025-10-08 05:27:25,chat,Payment received for order #5291. Thank you for shopping with us.,0
MSG_00791,CUST101358,2025-10-30 14:24:56,chat,Your balance update: ₹722 available.,0
MSG_00792,CUST100519,2025-11-01 12:22:25,email,Your payment of ₹6907 was successful.,0
MSG_00793,CUST101850,2025-11-03 11:52:22,sms,Your payment of ₹8327 was successful.,0
MSG_00794,CUST100353,2025-10-10 14:06:14,chat,"Dear customer, your monthly statement is ready.",0
MSG_00795,CUST101105,2025-10-11 08:40:41,sms,"Dear customer, your monthly statement is ready.",0
MSG_00796,CUST101824,2025-10-25 23:17:11,chat,Your account will be locked soon. Confirm details.,0
MSG_00797,CUST100144,2025-10-07 06:38:58,call,Payment received for order #8028. Thank you for shopping with us.,0
MSG_00798,CUST100785,2025-10-07 09:25:09,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00799,CUST100120,2025-10-08 09:19:40,call,Your balance update: ₹907 available.,0
MSG_00800,CUST100866,2025-10-22 03:30:09,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00801,CUST101714,2025-10-16 20:56:36,call,You have won a cashback. Enter your credentials to claim.,1
MSG_00802,CUST100633,2025-10-12 22:24:27,call,Urgent: Confirm your KYC immediately to avoid suspension.,1
MSG_00803,CUST100619,2025-10-13 05:49:58,chat,Payment received for order #8907. Thank you for shopping with us.,0
MSG_00804,CUST100628,2025-10-09 21:32:36,call,"Dear customer, your account will be deactivated today unless you verify.",1
MSG_00805,CUST101465,2025-10-27 15:16:29,call,Payment received for order #4678. Thank you for shopping with us.,0
MSG_00806,CUST100752,2025-10-30 01:41:39,chat,Your balance update: ₹8136 available.,0
MSG_00807,CUST101448,2025-10-22 02:07:54,chat,"Dear customer, your monthly statement is ready.",0
MSG_00808,CUST100356,2025-10-07 15:47:47,email,"Dear customer, your monthly statement is ready.",0
MSG_00809,CUST100871,2025-10-08 09:52:16,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00810,CUST101887,2025-10-31 04:00:27,chat,"Dear customer, your monthly statement is ready.",0
MSG_00811,CUST101779,2025-11-02 06:21:24,call,"Dear customer, your monthly statement is ready.",0
MSG_00812,CUST101754,2025-10-12 14:31:43,chat,"Dear customer, your monthly statement is ready.",0
MSG_00813,CUST100432,2025-10-24 02:04:10,email,Urgent: Confirm your KYC immediately to avoid suspension.,1
MSG_00814,CUST100278,2025-10-16 20:39:25,sms,Your balance update: ₹4537 available.,0
MSG_00815,CUST101560,2025-10-14 13:22:19,sms,"Dear customer, your monthly statement is ready.",0
MSG_00816,CUST101660,2025-10-26 12:51:45,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00817,CUST100558,2025-10-09 06:57:34,sms,"Dear customer, your monthly statement is ready.",0
MSG_00818,CUST101736,2025-10-20 02:35:04,email,Payment received for order #4103. Thank you for shopping with us.,0
MSG_00819,CUST101610,2025-10-20 04:14:43,email,Your bank account is under review. Click the link to continue banking.,1
MSG_00820,CUST100002,2025-10-07 05:33:16,sms,Payment received for order #7620. Thank you for shopping with us.,0
MSG_00821,CUST100805,2025-10-13 12:42:55,sms,Payment received for order #6370. Thank you for shopping with us.,0
MSG_00822,CUST100159,2025-10-26 12:09:34,call,Unusual activity detected. Click here to secure your card.,0
MSG_00823,CUST101690,2025-10-22 12:09:30,sms,Your SBI card will be blocked within 24 hours. Verify OTP now.,1
MSG_00824,CUST100609,2025-10-19 11:28:23,chat,Your payment of ₹1264 was successful.,0
MSG_00825,CUST100131,2025-11-01 06:19:28,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00826,CUST100625,2025-10-09 10:43:52,chat,"Dear customer, your monthly statement is ready.",0
MSG_00827,CUST101666,2025-10-07 04:41:24,chat,Your payment of ₹6113 was successful.,0
MSG_00828,CUST100443,2025-10-15 20:10:26,call,Your balance update: ₹5374 available.,0
MSG_00829,CUST100174,2025-11-03 09:36:34,email,Your payment of ₹6105 was successful.,0
MSG_00830,CUST100986,2025-10-12 08:26:46,chat,Payment received for order #9628. Thank you for shopping with us.,0
MSG_00831,CUST100938,2025-10-29 01:46:49,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00832,CUST100788,2025-10-06 21:46:44,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00833,CUST101115,2025-10-22 15:41:35,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00834,CUST101900,2025-10-17 03:58:22,sms,Your balance update: ₹3466 available.,0
MSG_00835,CUST100203,2025-11-01 10:15:14,call,Your payment of ₹6428 was successful.,0
MSG_00836,CUST100114,2025-10-30 10:52:15,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00837,CUST100724,2025-10-17 21:20:06,sms,Payment received for order #5890. Thank you for shopping with us.,0
MSG_00838,CUST101085,2025-10-28 14:08:46,sms,Your payment of ₹5902 was successful.,0
MSG_00839,CUST101410,2025-10-27 00:03:48,call,"Dear customer, your monthly statement is ready.",0
MSG_00840,CUST101237,2025-10-17 14:47:30,email,Payment received for order #2180. Thank you for shopping with us.,0
MSG_00841,CUST100715,2025-10-21 22:11:03,chat,"Dear customer, your account will be deactivated today unless you verify.",1
MSG_00842,CUST101004,2025-10-04 19:12:09,sms,Transaction declined. Update your information.,0
MSG_00843,CUST101399,2025-10-13 08:42:05,chat,Payment received for order #3127. Thank you for shopping with us.,0
MSG_00844,CUST101637,2025-10-08 10:09:16,call,Your payment of ₹3073 was successful.,0
MSG_00845,CUST101786,2025-10-19 09:57:40,sms,"Dear customer, your monthly statement is ready.",0
MSG_00846,CUST100222,2025-10-12 11:27:30,chat,"Dear customer, your account will be deactivated today unless you verify.",1
MSG_00847,CUST100572,2025-10-26 08:06:15,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00848,CUST100608,2025-10-25 13:29:59,chat,"Dear customer, your monthly statement is ready.",0
MSG_00849,CUST101094,2025-10-07 05:14:59,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00850,CUST101152,2025-10-11 10:08:06,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00851,CUST100614,2025-10-08 11:53:36,email,"Dear customer, your monthly statement is ready.",0
MSG_00852,CUST101855,2025-10-08 10:27:29,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00853,CUST100176,2025-10-27 11:03:14,chat,Your bank account is under review. Click the link to continue banking.,1
MSG_00854,CUST101813,2025-10-20 05:50:23,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00855,CUST100842,2025-10-06 14:52:15,call,Your balance update: ₹2086 available.,0
MSG_00856,CUST100285,2025-10-22 22:22:19,call,Payment received for order #7313. Thank you for shopping with us.,0
MSG_00857,CUST101623,2025-10-25 16:35:05,email,Your bank account is under review. Click the link to continue banking.,1
MSG_00858,CUST100368,2025-10-15 14:54:06,sms,Your payment of ₹4746 was successful.,0
MSG_00859,CUST100638,2025-10-07 17:14:44,email,Your account will be locked soon. Confirm details.,0
MSG_00860,CUST100800,2025-10-05 02:39:54,email,Urgent: Confirm your KYC immediately to avoid suspension.,1
MSG_00861,CUST101068,2025-10-09 13:58:15,call,Your payment of ₹2552 was successful.,0
MSG_00862,CUST100341,2025-10-06 03:53:50,call,"Dear customer, your monthly statement is ready.",0
MSG_00863,CUST100915,2025-10-29 20:11:46,email,Your balance update: ₹6836 available.,0
MSG_00864,CUST100893,2025-10-14 03:09:30,email,Payment received for order #4816. Thank you for shopping with us.,0
MSG_00865,CUST101824,2025-10-09 15:05:01,chat,Your balance update: ₹7619 available.,0
MSG_00866,CUST100252,2025-10-11 15:53:52,call,"Dear customer, your monthly statement is ready.",0
MSG_00867,CUST100869,2025-10-13 12:23:10,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00868,CUST101528,2025-10-27 12:23:59,chat,Unusual activity detected. Click here to secure your card.,0
MSG_00869,CUST100986,2025-10-30 06:03:51,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00870,CUST100346,2025-10-19 04:28:13,email,Your balance update: ₹2174 available.,0
MSG_00871,CUST100522,2025-10-09 17:11:11,chat,You have won a cashback. Enter your credentials to claim.,1
MSG_00872,CUST100428,2025-10-13 07:20:34,call,Your payment of ₹3983 was successful.,0
MSG_00873,CUST100485,2025-10-05 22:43:37,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00874,CUST100039,2025-10-15 02:10:48,chat,Your payment of ₹735 was successful.,0
MSG_00875,CUST100382,2025-10-19 20:05:45,chat,Your payment of ₹9425 was successful.,0
MSG_00876,CUST100223,2025-10-25 22:01:13,chat,"Dear customer, your monthly statement is ready.",0
MSG_00877,CUST101882,2025-10-24 22:01:01,sms,Payment received for order #2715. Thank you for shopping with us.,0
MSG_00878,CUST101193,2025-10-26 20:20:57,call,Your payment of ₹3578 was successful.,0
MSG_00879,CUST100169,2025-10-13 07:23:20,email,Your payment of ₹8957 was successful.,0
MSG_00880,CUST101760,2025-10-24 11:47:38,email,Your balance update: ₹3287 available.,0
MSG_00881,CUST101509,2025-10-15 10:42:47,chat,Your balance update: ₹1517 available.,0
MSG_00882,CUST101686,2025-10-28 17:37:57,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00883,CUST100332,2025-10-06 21:00:57,sms,Transaction declined. Update your information.,0
MSG_00884,CUST101713,2025-10-14 19:02:55,call,"Dear customer, your monthly statement is ready.",0
MSG_00885,CUST101096,2025-10-06 07:28:17,sms,Your balance update: ₹6463 available.,0
MSG_00886,CUST101935,2025-10-09 16:35:00,chat,Payment received for order #2934. Thank you for shopping with us.,0
MSG_00887,CUST100404,2025-10-14 06:58:41,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00888,CUST100229,2025-10-24 08:17:26,sms,Your balance update: ₹6052 available.,0
MSG_00889,CUST100249,2025-10-25 07:52:49,email,"Dear customer, your monthly statement is ready.",0
MSG_00890,CUST100368,2025-10-21 21:06:04,sms,Your balance update: ₹6094 available.,0
MSG_00891,CUST101359,2025-10-14 02:32:53,chat,"Dear customer, your monthly statement is ready.",0
MSG_00892,CUST100924,2025-10-21 18:11:55,chat,Your balance update: ₹5935 available.,0
MSG_00893,CUST100013,2025-10-26 06:06:30,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00894,CUST100734,2025-10-19 04:38:34,chat,Transaction declined. Update your information.,0
MSG_00895,CUST101620,2025-10-06 10:48:53,email,"Dear customer, your monthly statement is ready.",0
MSG_00896,CUST101844,2025-10-28 04:54:42,sms,Your payment of ₹4979 was successful.,0
MSG_00897,CUST100649,2025-10-30 13:22:18,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00898,CUST100374,2025-10-10 08:24:29,sms,"Dear customer, your account will be deactivated today unless you verify.",1
MSG_00899,CUST100466,2025-10-04 14:07:53,chat,Your payment of ₹229 was successful.,0
MSG_00900,CUST100169,2025-10-08 14:06:42,call,Your balance update: ₹7781 available.,0
MSG_00901,CUST101367,2025-10-07 07:11:26,email,Payment received for order #8414. Thank you for shopping with us.,0
MSG_00902,CUST101199,2025-10-10 12:30:45,call,Your payment of ₹6898 was successful.,0
MSG_00903,CUST101722,2025-10-08 10:30:09,email,Payment received for order #4869. Thank you for shopping with us.,0
MSG_00904,CUST101971,2025-10-23 12:42:43,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00905,CUST101639,2025-10-27 06:31:53,email,Payment received for order #5144. Thank you for shopping with us.,0
MSG_00906,CUST100653,2025-10-10 10:25:29,email,"Dear customer, your monthly statement is ready.",0
MSG_00907,CUST101017,2025-10-25 10:58:22,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00908,CUST100075,2025-10-09 21:30:39,email,Urgent: Confirm your KYC immediately to avoid suspension.,1
MSG_00909,CUST101828,2025-10-23 04:18:27,chat,Payment received for order #2341. Thank you for shopping with us.,0
MSG_00910,CUST101926,2025-10-28 06:30:15,call,Payment received for order #3401. Thank you for shopping with us.,0
MSG_00911,CUST101655,2025-10-31 09:48:14,email,Urgent: Confirm your KYC immediately to avoid suspension.,1
MSG_00912,CUST101715,2025-10-25 01:55:29,call,Your balance update: ₹2674 available.,0
MSG_00913,CUST101125,2025-10-13 04:37:29,chat,Your payment of ₹5553 was successful.,0
MSG_00914,CUST100803,2025-10-29 15:13:23,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00915,CUST101048,2025-10-26 19:34:28,sms,Payment received for order #6190. Thank you for shopping with us.,0
MSG_00916,CUST101385,2025-10-13 05:42:57,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00917,CUST100220,2025-10-04 19:23:47,sms,Payment received for order #9885. Thank you for shopping with us.,0
MSG_00918,CUST101319,2025-10-26 03:11:29,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00919,CUST100105,2025-10-20 11:30:36,call,Your payment of ₹3264 was successful.,0
MSG_00920,CUST101880,2025-10-07 21:26:12,call,Your payment of ₹8626 was successful.,0
MSG_00921,CUST100070,2025-10-25 06:37:06,call,Your payment of ₹4345 was successful.,0
MSG_00922,CUST100998,2025-10-21 22:42:03,call,"Dear customer, your monthly statement is ready.",0
MSG_00923,CUST101952,2025-10-25 16:00:49,call,Your payment of ₹473 was successful.,0
MSG_00924,CUST101230,2025-10-26 03:23:02,chat,Your payment of ₹7512 was successful.,0
MSG_00925,CUST101958,2025-10-24 09:46:19,email,Your balance update: ₹8104 available.,0
MSG_00926,CUST100226,2025-10-13 16:40:20,call,"Dear customer, your monthly statement is ready.",0
MSG_00927,CUST101913,2025-10-08 19:27:52,sms,Payment received for order #5190. Thank you for shopping with us.,0
MSG_00928,CUST101292,2025-10-21 11:31:24,email,Your payment of ₹9147 was successful.,0
MSG_00929,CUST100717,2025-10-15 12:29:32,email,Your balance update: ₹3409 available.,0
MSG_00930,CUST100861,2025-10-13 17:17:34,sms,"Dear customer, your monthly statement is ready.",0
MSG_00931,CUST100813,2025-10-05 02:38:44,chat,Your balance update: ₹536 available.,0
MSG_00932,CUST101343,2025-11-01 15:14:26,call,"Dear customer, your monthly statement is ready.",0
MSG_00933,CUST101859,2025-10-28 08:48:16,chat,Your payment of ₹7778 was successful.,0
MSG_00934,CUST101058,2025-10-11 10:58:50,chat,Your account will be locked soon. Confirm details.,0
MSG_00935,CUST100870,2025-10-21 12:02:15,call,Your balance update: ₹6971 available.,0
MSG_00936,CUST101964,2025-10-28 17:37:44,sms,"Dear customer, your monthly statement is ready.",0
MSG_00937,CUST101040,2025-10-14 10:46:25,sms,"Dear customer, your monthly statement is ready.",0
MSG_00938,CUST101832,2025-10-28 07:25:00,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_00939,CUST100934,2025-10-11 06:03:09,call,Your balance update: ₹7084 available.,0
MSG_00940,CUST101817,2025-10-18 05:36:41,email,Payment received for order #8740. Thank you for shopping with us.,0
MSG_00941,CUST101707,2025-10-31 11:27:39,chat,Payment received for order #1397. Thank you for shopping with us.,0
MSG_00942,CUST100871,2025-10-06 17:36:31,call,Payment received for order #7926. Thank you for shopping with us.,0
MSG_00943,CUST101378,2025-10-18 19:52:15,email,Your balance update: ₹4311 available.,0
MSG_00944,CUST101718,2025-10-22 23:13:46,email,"Dear customer, your monthly statement is ready.",0
MSG_00945,CUST101234,2025-10-16 09:08:31,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_00946,CUST100623,2025-10-10 10:16:25,call,Your payment of ₹5545 was successful.,0
MSG_00947,CUST101794,2025-10-20 17:53:27,sms,Your balance update: ₹2276 available.,0
MSG_00948,CUST101773,2025-10-22 03:51:49,email,Payment received for order #2792. Thank you for shopping with us.,0
MSG_00949,CUST101284,2025-10-18 23:58:06,chat,Payment received for order #7467. Thank you for shopping with us.,0
MSG_00950,CUST100272,2025-10-07 13:40:57,call,Urgent: Confirm your KYC immediately to avoid suspension.,1
MSG_00951,CUST100193,2025-10-29 02:47:13,sms,"Dear customer, your monthly statement is ready.",0
MSG_00952,CUST100750,2025-10-28 20:07:25,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00953,CUST101265,2025-10-20 18:56:19,sms,"Dear customer, your monthly statement is ready.",0
MSG_00954,CUST100724,2025-10-11 22:59:13,email,Your balance update: ₹4082 available.,0
MSG_00955,CUST100716,2025-11-02 21:17:06,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00956,CUST101725,2025-10-26 14:54:59,sms,Your payment of ₹101 was successful.,0
MSG_00957,CUST100447,2025-11-01 10:19:02,sms,"Dear customer, your monthly statement is ready.",0
MSG_00958,CUST101190,2025-10-17 05:12:47,chat,Your balance update: ₹7041 available.,0
MSG_00959,CUST100132,2025-10-30 23:44:35,call,Your payment of ₹6296 was successful.,0
MSG_00960,CUST101341,2025-10-13 22:08:25,chat,Payment received for order #6211. Thank you for shopping with us.,0
MSG_00961,CUST101517,2025-10-29 13:24:29,sms,Payment received for order #4565. Thank you for shopping with us.,0
MSG_00962,CUST101992,2025-11-03 11:36:31,call,"Dear customer, your monthly statement is ready.",0
MSG_00963,CUST100670,2025-10-25 18:09:39,chat,Your payment of ₹6848 was successful.,0
MSG_00964,CUST101627,2025-10-07 16:13:40,chat,Payment received for order #6666. Thank you for shopping with us.,0
MSG_00965,CUST101829,2025-10-06 09:31:26,call,Your payment of ₹4576 was successful.,0
MSG_00966,CUST101801,2025-10-19 06:17:33,email,You have won a cashback. Enter your credentials to claim.,1
MSG_00967,CUST101908,2025-10-18 09:13:08,call,"Dear customer, your monthly statement is ready.",0
MSG_00968,CUST101850,2025-10-20 13:01:31,email,"Dear customer, your monthly statement is ready.",0
MSG_00969,CUST100361,2025-10-17 15:17:35,email,"Dear customer, your monthly statement is ready.",0
MSG_00970,CUST100515,2025-10-25 05:15:34,call,Payment received for order #7771. Thank you for shopping with us.,0
MSG_00971,CUST100704,2025-10-12 02:01:38,call,Your payment of ₹3456 was successful.,0
MSG_00972,CUST100444,2025-10-29 22:42:47,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00973,CUST100479,2025-10-17 11:17:29,sms,Payment received for order #7418. Thank you for shopping with us.,0
MSG_00974,CUST101331,2025-10-25 09:21:46,call,Your payment of ₹239 was successful.,0
MSG_00975,CUST101995,2025-10-20 20:33:15,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00976,CUST100458,2025-10-18 02:22:38,sms,Your payment of ₹3857 was successful.,0
MSG_00977,CUST101971,2025-10-22 08:11:21,chat,Your payment of ₹9234 was successful.,0
MSG_00978,CUST101661,2025-11-03 05:38:00,chat,Your account will be locked soon. Confirm details.,0
MSG_00979,CUST100710,2025-10-27 01:10:26,call,Urgent: Confirm your KYC immediately to avoid suspension.,1
MSG_00980,CUST100275,2025-10-07 09:14:14,chat,Payment received for order #9077. Thank you for shopping with us.,0
MSG_00981,CUST101617,2025-10-14 18:41:50,sms,Payment received for order #6592. Thank you for shopping with us.,0
MSG_00982,CUST100417,2025-10-15 03:25:37,email,"Dear customer, your monthly statement is ready.",0
MSG_00983,CUST101286,2025-10-12 06:25:01,email,Your balance update: ₹4641 available.,0
MSG_00984,CUST101928,2025-10-26 21:38:04,chat,Payment received for order #2908. Thank you for shopping with us.,0
MSG_00985,CUST101945,2025-11-02 09:12:12,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00986,CUST101758,2025-10-21 02:19:36,chat,"Dear customer, your monthly statement is ready.",0
MSG_00987,CUST101190,2025-10-14 11:46:31,sms,"Dear customer, your monthly statement is ready.",0
MSG_00988,CUST101719,2025-10-31 02:34:09,call,"Dear customer, your monthly statement is ready.",0
MSG_00989,CUST100706,2025-10-15 08:17:46,call,"Dear customer, your monthly statement is ready.",0
MSG_00990,CUST101315,2025-10-19 04:11:58,email,Your payment of ₹2349 was successful.,0
MSG_00991,CUST101576,2025-10-30 12:41:19,sms,"Dear customer, your monthly statement is ready.",0
MSG_00992,CUST100672,2025-10-13 04:20:50,call,"Dear customer, your monthly statement is ready.",0
MSG_00993,CUST100146,2025-10-17 16:05:37,chat,Unusual activity detected. Click here to secure your card.,0
MSG_00994,CUST101911,2025-10-09 05:33:10,call,"Dear customer, your monthly statement is ready.",0
MSG_00995,CUST101273,2025-10-28 09:35:08,call,We noticed a login attempt. Please verify immediately.,0
MSG_00996,CUST100781,2025-10-08 09:21:51,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_00997,CUST101027,2025-10-11 19:35:40,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_00998,CUST100020,2025-10-29 09:39:47,chat,We noticed a login attempt. Please verify immediately.,0
MSG_00999,CUST100882,2025-10-29 00:55:38,call,Your balance update: ₹7298 available.,0
MSG_01000,CUST100073,2025-10-22 15:10:25,chat,"Dear customer, your monthly statement is ready.",0
MSG_01001,CUST100562,2025-10-23 10:12:34,sms,Payment received for order #3755. Thank you for shopping with us.,0
MSG_01002,CUST101083,2025-11-02 07:38:28,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_01003,CUST101029,2025-10-24 08:22:08,email,Your balance update: ₹2127 available.,0
MSG_01004,CUST100024,2025-10-13 07:23:50,call,"Dear customer, your monthly statement is ready.",0
MSG_01005,CUST101999,2025-10-26 13:29:05,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_01006,CUST101806,2025-10-18 03:01:25,call,Unusual activity detected. Click here to secure your card.,0
MSG_01007,CUST100725,2025-10-28 23:26:30,sms,Payment received for order #2008. Thank you for shopping with us.,0
MSG_01008,CUST100549,2025-10-29 02:01:31,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_01009,CUST100186,2025-10-27 14:20:28,chat,Your balance update: ₹5659 available.,0
MSG_01010,CUST101232,2025-10-17 07:06:18,sms,Your balance update: ₹2401 available.,0
MSG_01011,CUST101809,2025-11-03 07:38:16,sms,Your balance update: ₹1591 available.,0
MSG_01012,CUST100167,2025-10-04 15:23:34,call,Your balance update: ₹7802 available.,0
MSG_01013,CUST100334,2025-10-13 05:07:16,sms,Your payment of ₹6970 was successful.,0
MSG_01014,CUST101437,2025-10-10 08:57:33,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_01015,CUST100528,2025-10-10 15:12:17,sms,Your OTP for transaction is valid for 10 minutes.,0
MSG_01016,CUST100968,2025-10-25 08:38:54,email,Your OTP for transaction is valid for 10 minutes.,0
MSG_01017,CUST101212,2025-10-07 15:12:36,chat,Payment received for order #1078. Thank you for shopping with us.,0
MSG_01018,CUST101378,2025-11-01 04:55:01,sms,Your payment of ₹9305 was successful.,0
MSG_01019,CUST100195,2025-10-22 11:05:13,chat,Payment received for order #6382. Thank you for shopping with us.,0
MSG_01020,CUST101666,2025-10-26 17:29:32,call,"Dear customer, your monthly statement is ready.",0
MSG_01021,CUST101131,2025-10-30 11:58:23,call,Your payment of ₹9534 was successful.,0
MSG_01022,CUST101776,2025-11-03 13:32:14,chat,Transaction declined. Update your information.,0
MSG_01023,CUST101559,2025-11-03 11:15:13,sms,Payment received for order #2054. Thank you for shopping with us.,0
MSG_01024,CUST101759,2025-10-29 04:03:18,call,Your balance update: ₹8253 available.,0
MSG_01025,CUST100692,2025-10-29 08:56:12,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_01026,CUST100111,2025-10-06 20:59:48,sms,You have won a cashback. Enter your credentials to claim.,1
MSG_01027,CUST100560,2025-10-25 17:36:54,call,Your OTP for transaction is valid for 10 minutes.,0
MSG_01028,CUST100533,2025-10-19 06:50:16,email,Payment received for order #2786. Thank you for shopping with us.,0
MSG_01029,CUST101873,2025-11-01 23:48:01,email,You have won a cashback. Enter your credentials to claim.,1
MSG_01030,CUST101382,2025-11-01 17:30:31,email,Payment received for order #6440. Thank you for shopping with us.,0
MSG_01031,CUST101881,2025-10-06 23:54:21,chat,Your payment of ₹1478 was successful.,0
MSG_01032,CUST100440,2025-10-31 01:52:42,sms,"Dear customer, your monthly statement is ready.",0
MSG_01033,CUST101128,2025-10-21 21:38:23,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_01034,CUST100600,2025-10-14 05:01:13,chat,Payment received for order #9063. Thank you for shopping with us.,0
MSG_01035,CUST101075,2025-10-28 22:28:50,chat,"Dear customer, your monthly statement is ready.",0
MSG_01036,CUST100842,2025-10-06 15:19:15,call,Payment received for order #3496. Thank you for shopping with us.,0
MSG_01037,CUST101917,2025-10-05 10:32:59,chat,"Dear customer, your monthly statement is ready.",0
MSG_01038,CUST100894,2025-10-04 15:22:17,call,Payment received for order #8651. Thank you for shopping with us.,0
MSG_01039,CUST101253,2025-10-26 05:51:45,chat,Your balance update: ₹6724 available.,0
MSG_01040,CUST100424,2025-10-11 22:47:06,sms,Your payment of ₹4563 was successful.,0
MSG_01041,CUST100359,2025-10-08 05:01:43,chat,Your OTP for transaction is valid for 10 minutes.,0
MSG_01042,CUST101134,2025-10-27 14:35:49,sms,Payment received for order #7702. Thank you for shopping with us.,0
MSG_01043,CUST101791,2025-10-05 13:24:37,email,Your account will be locked soon. Confirm details.,0
MSG_01044,CUST100134,2025-10-19 23:52:54,chat,Your balance update: ₹3725 available.,0
MSG_01045,CUST101576,2025-10-22 21:49:23,sms,Payment received for order #4069. Thank you for shopping with us.,0
MSG_01046,CUST101769,2025-11-02 18:57:52,email,Your balance update: ₹8986 available.,0
MSG_01047,CUST100011,2025-10-18 22:09:50,chat,Transaction declined. Update your information.,0
MSG_01048,CUST101854,2025-10-22 10:01:42,call,Your account will be locked soon. Confirm details.,0
MSG_01049,CUST101911,2025-10-05 20:12:22,sms,"Dear customer, your monthly statement is ready.",0
MSG_01050,CUST100588,2025-10-04 21:43:16,sms,Payment received for order #5655. Thank you for shopping with us.,0
MSG_01051,CUST101492,2025-11-03 03:45:51,email,Payment received for order #3795. Thank you for shopping with us.,0
MSG_01052,CUST100110,2025-10-15 00:23:11,email,Your payment of ₹6222 was successful.,0
MSG_01053,CUST100355,2025-10-14 06:43:24,sms,"Dear customer, your monthly statement is ready.",0
MSG_01054,CUST101695,2025-10-21 00:51:42,chat,Your balance update: ₹6964 available.,0
MSG_01055,CUST101134,2025-10-30 10:38:18,chat,Transaction declined. Update your information.,0
MSG_01056,CUST101274,2025-10-13 03:38:24,email,Your balance update: ₹8009 available.,0
MSG_01057,CUST101402,2025-10-16 16:31:11,call,Your payment of ₹2323 was successful.,0
MSG_01058,CUST101950,2025-10-26 16:24:59,sms,Payment received for order #3343. Thank you for shopping with us.,0
